auto-insurance	idx_1285 idx_4883 idx_136 idx_1010 idx_2479 idx_1233 idx_382 idx_1426 idx_4364 idx_8641	3072	11276 478 5551 3072 6111 12341 9866 2310 5138 30 11607 13183 15636 11622 16998 4535 16100 15879 4010 21968 9454 26085 19011 13947 10998 4132 6887 8713 9013 15858 18408 25201 11112 24382 1859 6845 15490 8651 8260 4767 1286 4259 16646 226 19305 21136 9536 21319 24645 15295 2095 10273 14141 14302 5839 8069 299 21153 5174 18181 13571 14558 12457 12505 22945 22161 23203 19245 2192 12679 17871 19310 24962 7330 2485 18889 5392 25213 13572 3533 25870 17923 9831 19133 8430 3631 3747 16151 4291 16341 5814 3205 13525 3864 7852 24051 16484 23727 8938 24359
disability-insurance	idx_1632 idx_6214 idx_239 idx_99 idx_30542 idx_307 idx_432 idx_136 idx_8641	25204 18587	5954 22550 23171 7109 15537 12816 7416 10794 8678 14737 24069 17352 16998 26255 24101 20840 12423 10813 7251 10908 15779 1989 6724 23405 5222 8845 17008 15038 13466 11934 27230 5805 5847 4395 14307 26192 17629 13783 14032 11904 3227 3924 8372 1544 4993 911 12166 17516 2813 20693 583 22274 15544 5803 11403 17582 13930 11447 20748 136 16778 6558 12707 25573 14695 4160 24412 20861 7297 5262 7526 24623 1765 10262 13583 24011 12387 26143 3862 23647 20524 12493 20351 17504 2209 1234 17065 3190 9371 14569 12984 6023 24248 3032 9502 26810 23855 10638 4097 27205
life-insurance	idx_1285 idx_239 idx_448 idx_136 idx_5586 idx_8641	16932 5819 21623 22383 18116 22647 27041	579 15685 12423 22647 6671 2779 9709 15877 17568 17196 19342 13653 9660 909 18713 7404 19330 429 12728 11643 8546 6810 22310 2429 9846 20566 5900 17021 18405 14615 22316 18014 8873 12570 16538 10898 24069 8670 12479 27115 22362 13786 22826 13474 16292 8293 14442 9712 19287 17055 27029 18476 5805 26050 22042 25662 14480 1393 14702 14004 2654 24851 18196 411 6063 17743 3637 7734 18943 16308 16785 16629 16485 14436 15659 11939 1528 11638 2709 2353 14991 19478 9422 8024 22115 3917 8575 2953 24237 11934 24518 24799 6819 11426 4085 20490 16024 10915 20691 23055
medicare-insurance	idx_1632 idx_510 idx_902 idx_13870 idx_26840 idx_31 idx_467 idx_8641	5686	5686 20136 16667 26661 23301 21845 23464 20745 3267 1684 19426 5066 22455 12704 26862 11967 18850 2855 14659 3471 10483 19662 2835 3348 7944 21996 18800 521 12664 25546 26848 23087 11553 3730 11953 8795 23933 2123 19672 9464 4993 13232 26503 4529 13905 9715 21211 24616 5149 1197 18527 1933 18023 26814 1228 16887 14630 25951 1121 5394 20207 2081 554 5012 5062 10472 11326 19200 21809 14196 24788 19249 19821 20825 13881 23061 16632 22388 7558 13427 21887 25079 3560 18290 7379 8587 19845 18460 3904 17299 18811 22554 10229 24723 3976 6036 17416 12198 12862 25002
disability-insurance	idx_1632 idx_6214 idx_432 idx_2547 idx_2363 idx_99 idx_48377 idx_8641	11978 2336	18889 886 10669 4395 18111 12166 10588 9723 20869 23405 17196 11925 14032 5805 17008 16998 5338 2364 14382 15139 25076 24817 13696 11403 7526 5262 15560 21245 2812 4953 158 7416 4013 22803 27205 25435 22774 23299 24011 4138 5576 6054 10638 8497 1089 7537 12003 13935 20335 26268 11233 22626 16694 6405 23561 4682 23797 19512 10651 15008 17378 2296 18225 23160 6473 22490 18696 26842 6260 485 16885 8584 16917 20483 2849 14753 26897 1499 23043 21877 3227 21687 25292 13474 5954 5884 22281 25629 3938 21836 4733 21732 952 5423 22432 17675 1213 25995 26426 5432
medicare-insurance	idx_3815 idx_25011 idx_492 idx_31029 idx_20691 idx_1655 idx_467 idx_8641	22425	22289 22425 18608 11532 11039 26936 17096 9377 13507 4991 11919 15120 8402 24508 17201 25888 23205 4303 6052 3715 458 12476 18180 18160 18577 16548 17077 11391 23184 16476 21571 12295 11762 26405 1903 16813 13003 24203 7863 4704 6221 4910 6757 24539 21516 21685 21967 9387 14581 4717 5193 8501 9982 25839 10524 11143 5572 6981 9264 270 12502 19043 8139 14929 18992 20994 19603 24653 6987 10483 23368 3621 8251 27245 10760 23528 14522 9121 17247 16638 9870 14792 14868 15458 16677 23154 7818 12267 14406 21614 13829 10055 1594 18850 6679 8262 7876 14515 3136 24572
home-insurance	idx_862 idx_510 idx_55333 idx_382 idx_15312 idx_4788 idx_3205 idx_136 idx_8641	3259	24427 18742 25091 24389 18265 18670 5580 5683 6650 3706 20703 16339 2689 17034 15057 5721 1355 7059 25711 9342 14022 15641 1263 14211 13045 9913 11471 26499 24749 13119 11445 26184 10707 17030 17693 10797 11115 2321 3157 5812 11692 19347 13501 7156 11325 26907 24346 17251 10025 19322 25284 26915 11600 15255 7452 20201 10643 9505 19816 150 7591 5505 19814 20963 24322 8063 10644 11168 15892 26015 24143 9509 18441 17537 25310 26896 2035 3246 7768 1919 13586 24758 6155 21735 19956 9427 7994 21619 17153 11278 14964 14896 5986 16282 10315 13102 2170 3421 2392 13386
renters-insurance	idx_1632 idx_6214 idx_999 idx_136 idx_239 idx_99 idx_5499 idx_5162 idx_8641	301	16998 18225 24011 14032 5805 2235 2296 23405 26739 2702 17008 4395 11934 21707 22067 9846 12166 10651 12624 7526 10416 5262 6405 6054 2709 25559 5222 2316 19553 24916 9912 526 16808 7537 12423 10262 26769 24771 12203 12703 25995 17109 22135 24069 18109 10638 15294 20057 17982 2622 17855 21201 4138 10872 3938 5768 10350 22453 2849 14790 8497 26702 18321 11403 24762 20387 25629 8030 17352 11233 909 18546 3766 13205 18373 11586 5900 5898 17050 24262 26426 15537 24244 3406 5560 25458 27277 1989 18454 14147 7251 20479 12593 6250 19610 3884 15661 26792 70 14171
life-insurance	idx_3019 idx_49 idx_7496 idx_448 idx_136 idx_4788 idx_7170 idx_8641	18320	7099 18320 2223 1705 25691 17675 8886 14572 14126 17539 10125 21424 23556 4863 14857 24397 16556 14254 13503 11223 27084 20371 11781 13415 12132 26092 26212 18595 546 3385 6711 4219 7836 3306 18348 22562 6620 21101 2370 19477 7395 15329 15108 17389 14105 24375 14503 19992 8634 2570 8644 17320 25952 20149 1970 10537 22205 15411 26026 12263 1122 2230 430 5363 1709 4057 10479 12837 15090 18311 20746 3302 21195 635 15753 9274 1266 2098 7821 27104 18174 23983 14578 3340 25771 20000 18996 14844 23252 1422 9701 21597 17456 1520 1522 19054 17780 6280 19556 25841
health-insurance	idx_239 idx_99 idx_7496 idx_441 idx_136 idx_7465 idx_5167 idx_8641	18185	25274 11134 20118 10317 17568 1281 5355 12816 22467 13474 7502 2209 14032 500 10759 4860 23371 4327 1249 11946 15654 23983 11539 14696 9007 16022 21257 20316 27021 9112 25345 26451 573 5338 19104 12235 17196 6149 13338 8486 9882 27060 12185 16538 2870 5570 13239 10187 21873 5956 1740 3274 14480 10651 6022 12610 22727 13065 18696 5225 16836 22545 11467 19139 3318 17483 22487 14382 26072 18085 11796 21614 8384 24771 19106 9546 26043 20653 15376 16401 9912 4350 14277 16381 15114 20840 7625 25082 17241 12402 9846 19269 22251 10176 9282 1000 14323 13181 9313 16439
life-insurance	idx_1285 idx_448 idx_136 idx_3815 idx_1039 idx_605 idx_3868 idx_1491 idx_8641	20860	12436 17339 20352 2886 1848 25817 2391 12419 3917 19048 2146 17706 3301 252 7536 151 11051 6164 22308 6130 19094 8396 23230 12306 21873 26833 21249 2493 20720 10868 17071 26025 25092 9078 16475 19806 17262 7624 3693 14181 3490 2469 4920 5732 3217 14002 27048 12848 23562 27209 643 670 20914 21324 20697 4860 23109 10139 5754 19848 14886 16784 26309 23787 12528 24921 24781 13841 3604 2286 13998 7667 9941 20860 10211 2242 20297 4998 21995 16056 7623 2650 17286 25130 5952 17285 12105 15096 17419 26642 2766 6649 4390 26299 20267 11436 14134 15993 6916 11954
home-insurance	idx_1010 idx_3205 idx_136 idx_21593 idx_7975 idx_8641	18368	27218 16349 1383 18368 3361 5523 12501 26560 14142 24104 4655 3063 4773 23745 22619 6249 20722 20181 23695 6402 15824 19188 254 19088 15097 10643 4746 1264 2195 17289 22303 4143 15853 16484 22782 2769 741 4265 13852 23641 11712 6176 16649 22352 11937 22441 24491 2464 9904 15073 8869 20279 17724 18685 14912 3288 3048 3642 18207 16583 6180 6510 7975 16501 25739 8449 1462 18428 16128 26425 24527 16675 1319 3478 8090 8683 14441 17258 15283 1558 1507 2361 3923 4225 15668 14972 15642 15823 17820 7590 24852 646 4346 5739 11634 17014 26421 8111 1081 1854
life-insurance	idx_1285 idx_3815 idx_448 idx_136 idx_15809 idx_8641	13928 18406 17568	17568 1225 10179 25836 16017 15812 16308 26859 2175 4791 18406 21047 5256 8032 24447 2178 8297 8721 13373 5033 11258 4381 5763 609 15298 6631 21873 26902 19122 21510 24845 12536 22495 22076 3726 2050 11531 3274 8274 10355 7962 14944 343 4783 11824 3077 21079 24176 21339 13928 7947 8324 7155 26342 7631 2542 18647 20608 12886 10628 18026 3010 6020 8150 17222 13254 2749 8212 9925 25087 13762 9708 17104 2836 15609 19542 5862 6313 7840 16546 19078 23917 9066 1803 5528 5547 7744 8259 9652 12266 13158 16500 16566 16839 21106 21832 22734 25714 805 3596
auto-insurance	idx_3019 idx_49 idx_7496 idx_4348 idx_136 idx_4064 idx_76 idx_12375 idx_8641	19354 24223 14747	26960 24223 19433 21879 16063 23431 12249 24133 1682 8575 13169 2275 5917 1601 23313 10941 21095 20286 19730 18062 4162 3609 30 25051 4190 9147 11194 27206 17058 27013 26176 12624 3658 5860 22616 4458 23315 14848 12002 2564 19127 26984 2238 14747 21056 19117 13788 25776 14635 11949 1593 20000 4439 9564 24255 5222 15677 15644 3688 4464 19780 9279 19628 10612 2126 560 8073 19651 22639 7271 17483 7982 12603 8956 4637 1452 12402 25281 6019 25567 15954 17470 5185 24119 3728 10983 22440 18566 23605 25959 21147 9220 5762 19062 5032 21282 16658 10566 13609 23070
renters-insurance	idx_1632 idx_1233 idx_99 idx_14664 idx_1632 idx_6214 idx_999 idx_136 idx_99 idx_6132 idx_8641	1216	16998 14032 23171 23405 5805 4395 1364 6054 24011 12166 8729 5262 2296 10638 18225 8497 4138 25629 5954 17008 1229 26739 26255 14653 3938 10262 7164 2849 10651 242 21707 7526 11403 20093 13482 25559 15805 6405 26451 5898 11233 24244 17352 2235 22281 7537 14736 17109 25995 12206 20799 2778 10416 26426 25402 4554 15008 11426 5884 26365 26702 16808 11586 9814 11934 15537 25328 15378 14442 13097 2517 3011 11223 14163 22135 25986 19328 15234 17262 559 15661 15667 21504 26769 12703 12423 22943 2825 12652 378 6822 1528 25458 20388 15200 7917 15139 27413 18690 18373
disability-insurance	idx_1010 idx_1390 idx_2043 idx_42009 idx_5367 idx_605 idx_432 idx_136 idx_8641	4721	4721 17971 26169 11796 5576 19171 25274 20651 10168 19107 18111 7877 13264 19350 11656 5423 25465 26897 10893 1747 13257 3788 9401 1302 23675 8486 3021 14550 21675 3553 15255 2387 25435 24333 6022 9035 20926 10375 8696 24503 15127 6968 8491 15502 23960 15325 3462 5607 9734 20094 23549 17200 9066 5338 19865 10588 5868 25769 20316 12185 25602 25639 879 10330 7458 4548 12543 22351 23299 4816 5357 3997 20617 26352 20483 25118 22127 9495 16333 21637 13518 102 10253 23834 7841 22808 8584 7316 10788 18658 10005 14045 7088 8383 11611 5244 13142 5934 23912 548
renters-insurance	idx_1632 idx_604 idx_1010 idx_224 idx_5499 idx_510 idx_65946 idx_382 idx_999 idx_136 idx_15312 idx_8641	2988 827	23127 3706 2702 8539 7537 19056 23151 9912 12908 6254 22635 16168 24824 24916 2119 2316 18265 2773 2235 12703 2558 11522 26739 6921 6429 6726 27134 14472 17855 5580 12003 14022 14515 14075 5805 21707 4435 2296 19553 13264 5262 3586 21979 15255 20532 8936 6317 12495 3884 4395 12166 10023 24420 5355 17034 24749 17044 12423 16998 13045 12548 24192 25986 994 5222 22090 3938 3791 13983 17296 24248 16093 1904 18225 3705 22453 4046 4834 10140 11405 9758 25153 9656 22939 10727 4078 2707 2321 16282 7526 26518 6238 16339 22746 6536 9517 16692 9814 25099 15985
life-insurance	idx_8975 idx_239 idx_99 idx_4314 idx_510 idx_1643 idx_448 idx_136 idx_8641	21605 15973	19610 14032 22181 2778 20837 21966 15234 5116 14480 23431 2199 2147 14308 8621 17006 23171 356 10438 14673 15290 26575 4138 16541 15162 8292 13956 18956 26218 5603 26130 23132 10046 22186 25038 18848 21433 23211 4350 16279 10794 24332 20387 6149 4554 26992 9980 13262 9193 18713 6592 13960 16380 22907 2209 13134 16861 24515 640 18740 4497 7281 1708 14697 18955 3316 25559 15264 3822 12321 3129 19708 2763 10223 14011 16139 15610 22531 2259 8897 19564 252 19263 1623 23629 2773 27029 26902 14533 22660 2973 21614 26107 4855 11704 13526 6220 372 20093 7489 23127
life-insurance	idx_1285 idx_1233 idx_49 idx_6132 idx_510 idx_14664 idx_1643 idx_448 idx_136 idx_8641	19503 10337 23134	4924 16681 15378 1364 2778 27115 19342 20174 23171 10951 17432 17352 20799 15471 15087 6071 18398 25986 7164 5001 14034 5237 16998 18749 23949 579 12423 13341 12497 18339 17964 24647 17090 8575 18628 2909 9854 14032 242 26252 25450 16371 7738 24851 4957 26992 4241 26579 9152 5011 27029 24011 2788 5006 5007 15669 11223 16816 26255 19033 8292 1623 5839 17864 22087 22041 12206 8833 8729 2894 9317 5467 5805 12686 10794 9282 2147 13474 16861 20150 25548 6293 19723 21241 6314 17743 8804 7767 6054 12647 9838 3061 2497 326 21603 5671 15805 2296 19610 5963
medicare-insurance	idx_1010 idx_467 idx_8080 idx_31 idx_68356 idx_8641	9834	12925 9834 23643 20534 5239 12416 9821 24487 11861 17263 20800 26503 726 823 7666 2433 10198 9956 2073 25802 10945 14016 380 25874 7043 6924 22095 2722 8143 9377 7109 13083 24032 24472 19612 21752 17533 18200 12376 3360 272 7791 18224 2098 7821 11677 7444 15676 17440 25101 3685 11400 18426 24635 150 13662 23341 22147 7784 19740 20338 13738 7505 12270 1277 24083 4072 6078 9832 13751 23028 2281 12724 26227 9113 8656 14782 22643 4035 13881 23061 11562 25695 23296 3560 6657 20240 16548 8036 20730 15408 1650 17038 23455 5602 15062 9359 13863 25845 25478
medicare-insurance	idx_1285 idx_1010 idx_467 idx_607 idx_15327 idx_21593 idx_8641	726	7066 1172 3034 4315 23341 5228 2488 27269 8290 4983 2177 19311 13048 24200 2185 21176 24313 12738 25079 15785 22408 15722 10560 16848 863 9801 12685 27364 4713 800 5676 8160 24224 23754 18099 11419 13518 20179 2000 3008 17702 25581 4960 26022 13587 3797 8521 18309 5905 13233 27271 27058 11902 8400 3751 23958 17339 12418 25230 19330 13548 18019 11459 27282 7431 11319 21314 3191 20874 15875 20516 1603 11449 16165 9200 11836 633 17639 7855 11879 23857 12277 25767 5516 24205 24197 4234 5061 6105 13030 13099 15603 20287 21357 21467 1407 1504 3110 12536 14460
life-insurance	idx_25603 idx_3019 idx_382 idx_24496 idx_5608 idx_23758 idx_448 idx_136 idx_510 idx_68362 idx_8641	12610 23072	15879 24962 23171 883 14154 7062 9967 10688 11266 22962 2067 23072 22339 18772 1322 17659 24933 3274 24601 15978 15979 22514 26640 23562 11921 1269 21700 5317 3052 5064 27164 8864 12550 3726 19531 8522 6797 9645 376 10466 14988 19896 3485 26801 15563 13655 24485 23288 25745 10398 5613 2003 10344 23698 20072 4659 3683 27071 7120 9630 9279 6317 22206 3883 20834 7859 19956 269 5763 3518 1603 133 5857 7530 15737 5146 26983 2643 6293 11880 6027 22127 9617 22642 5029 13609 23181 15735 8844 7438 24374 5654 3622 10228 17044 4765 14708 22781 136 24573
